#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
2895,Stronghold Legends: Steam Edition,"Sep 15, 2016",$14.99,46% (80%),"448,317 ±21,741",07:39 (02:10),FireFly Studios,FireFly Studios,Simulation
974,Anno Online,01/07/15,Free,8% (48%),"445,284 ±21,668",13:26 (00:19),Blue Byte,Ubisoft,Simulation
3249,Scania Truck Driving Simulator,"Feb 27, 2014",$9.99,36% (75%),"443,354 ±21,621",02:46 (00:38),SCS Software,SCS Software,Simulation
58,Rising Storm 2: Vietnam,"May 30, 2017",$24.99,44% (79%/81%),"436,737 ±21,459",21:19 (08:58),"Antimatter Games, Tripwire Interactive",Tripwire Interactive,Simulation
934,The Four Kings Casino and Slots,01/06/15,Free,26% (69%),"430,119 ±21,296",07:49 (00:36),Digital Leisure Inc.,Digital Leisure Inc.,Simulation
546,Empyrion - Galactic Survival,"Aug 5, 2015",$19.99,58% (85%),"429,292 ±21,275",60:18 (10:21),Eleon Game Studios,Eleon Game Studios,Simulation
101,Ace Combat Assault Horizon - Enhanced Edition,24/01/13,$19.99,17% (61%/77%),"428,465 ±21,255",05:27 (01:47),NAMCO,BANDAI NAMCO Entertainment,Simulation
850,The Howler,"Apr 21, 2016",$1.99,42% (78%),"427,638 ±21,234",03:37 (02:50),"Antanas Marcelionis, Renė Petrulienė",Antanas Marcelionis,Simulation
1605,Football Manager Touch 2018,09/11/17,$29.99,N/A (N/A),"427,638 ±21,234",10:09 (00:23),Sports Interactive,SEGA,Simulation
2290,Craft The World,24/11/14,$18.99,67% (88%),"426,811 ±21,214",38:37 (14:29),Dekovir Entertainment,Black Maple Games,Simulation
54,Football Manager 2018,09/11/17,$49.99,17% (61%/81%),"425,708 ±21,186",80:30 (46:22),Sports Interactive,SEGA,Simulation
233,SimplePlanes,"Dec 17, 2015",$12.99,77% (91%/67%),"424,881 ±21,166",19:41 (02:29),"Jundroo, LLC","Jundroo, LLC",Simulation
2025,Freddy Fazbear's Pizzeria Simulator,"Dec 4, 2017",Free,85% (93%),"423,778 ±21,138",01:31 (00:48),Scott Cawthon,Scott Cawthon,Simulation
2108,Loading Screen Simulator,13/07/17,Free,61% (86%),"422,675 ±21,111",01:04 (00:17),CakeEaterGames,CakeEaterGames,Simulation
2710,Victory: The Age of Racing,"Feb 12, 2016",Free,6% (44%),"422,124 ±21,097",02:49 (00:24),Vae Victis Games,Vae Victis Games,Simulation
104,"Warhammer 40,000: Dawn of War III","Apr 27, 2017",$39.99,9% (50%/77%),"421,021 ±21,070",17:42 (08:27),"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Simulation
1620,Heaven Island Life,"Apr 21, 2016",$0.99,N/A (N/A),"413,025 ±20,869",03:30 (03:30),Fabio Ferrara,Chubby Pixel,Simulation
2020,Rebel Galaxy,"Oct 20, 2015",$19.99,61% (86%),"409,992 ±20,792",14:20 (04:35),Double Damage Games,Double Damage Games,Simulation
73,LUFTRAUSERS,18/03/14,$9.99,81% (92%/80%),"402,548 ±20,603",03:38 (02:17),Vlambeer,Devolver Digital,Simulation
2198,Mountain,"Aug 18, 2014",$0.99,67% (88%),"400,066 ±20,539",11:26 (01:17),David OReilly,"Double Fine Presents, David OReilly",Simulation
75,F1 2012,"Sep 17, 2012",$19.99,61% (86%/80%),"397,309 ±20,468",42:27 (10:50),Codemasters Birmingham,Codemasters,Simulation
217,Five Nights at Freddy's 3,02/03/15,$7.99,67% (88%/68%),"396,758 ±20,454",03:25 (01:13),Scott Cawthon,Scott Cawthon,Simulation
2856,Insanity Clicker,07/06/16,Free,24% (67%),"395,655 ±20,425",34:11 (01:47),PlayFlock,PlayFlock,Simulation
2084,The Last Hope,"Aug 29, 2016",$1.99,2% (32%),"393,725 ±20,376",03:25 (03:30),"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",Simulation
2222,Shop Heroes,"Aug 15, 2016",Free,28% (70%),"389,589 ±20,268",38:52 (01:16),"Cloudcade, Inc.","Cloudcade, Inc.",Simulation
1196,Northgard,"Feb 22, 2017",$19.99,77% (91%),"388,210 ±20,233",11:46 (05:36),Shiro Games,Shiro Games,Simulation
2207,Turbo Dismount,"May 21, 2014",$9.99,81% (92%),"387,935 ±20,225",11:48 (03:16),Secret Exit Ltd.,Secret Exit Ltd.,Simulation
380,Call to Arms,21/11/16,Free,22% (65%),"384,902 ±20,146",11:01 (01:47),Digitalmindsoft,Digitalmindsoft,Simulation
3267,Stronghold 2: Steam Edition,,$14.99,61% (86%),"384,902 ±20,146",14:18 (03:18),FireFly Studios,FireFly Studios,Simulation
1156,RADical ROACH Remastered,"May 16, 2014",$6.99,N/A (N/A),"381,869 ±20,067",04:06 (03:36),DL Softworks,KISS ltd,Simulation
107,Reigns,"Aug 11, 2016",$2.99,74% (90%/77%),"381,042 ±20,045",03:50 (02:10),Nerial,Devolver Digital,Simulation
609,The Settlers Online,"Aug 19, 2015",Free,3% (36%),"378,009 ±19,965",22:06 (00:14),Blue Byte,Ubisoft,Simulation
1440,Moon Breakers,"May 17, 2012",N/A,16% (60%),"377,457 ±19,951",04:25 (00:19),Imba Entertainment,Uber Entertainment,Simulation
2596,Guild Quest,26/01/17,Free,34% (74%),"374,700 ±19,878",12:32 (00:28),Hyper Hippo Games,Hyper Hippo Games,Simulation
2646,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,"Sep 2, 2015",$0.99,92% (95%),"370,564 ±19,768",03:25 (00:14),marbenx,marbenx,Simulation
1311,Prominence Poker,"Dec 12, 2016",Free,42% (78%),"370,013 ±19,753",06:22 (01:08),Pipeworks Studio,505 Games,Simulation
270,Five Nights at Freddy's: Sister Location,"Oct 7, 2016",$7.99,81% (92%/62%),"363,947 ±19,591",05:30 (01:50),Scott Cawthon,Scott Cawthon,Simulation
1576,Pixel Puzzles: Japan,"Apr 17, 2014",$6.99,42% (78%),"361,741 ±19,531",05:10 (04:23),DL Softworks,KISS ltd,Simulation
66,Ashes of the Singularity: Escalation,10/11/16,$39.99,42% (78%/81%),"356,779 ±19,397",08:59 (02:09),"Stardock Entertainment, Oxide Games",Stardock Entertainment,Simulation
226,Long Live The Queen,08/11/13,$9.99,92% (95%/67%),"356,227 ±19,382",05:53 (03:17),Hanako Games,Hanako Games,Simulation
454,Memoir '44 Online,"Oct 12, 2011",Free,19% (63%),"355,676 ±19,367",10:45 (00:54),Days of Wonder,"Days of Wonder, Asmodee Digital",Simulation
148,Turmoil,02/06/16,$9.99,70% (89%/73%),"355,124 ±19,352",08:29 (04:54),Gamious,Gamious,Simulation
260,The Guild II - Pirates of the European Seas,24/06/10,$9.99,24% (67%/63%),"354,848 ±19,344",06:10 (00:54),4 Head Studios,THQ Nordic,Simulation
1571,Construction Simulator 2015,18/11/14,$14.99,31% (72%),"348,783 ±19,178",26:39 (10:31),weltenbauer. Software Entwicklung GmbH,astragon Entertainment GmbH,Simulation
3211,HunieCam Studio,"Apr 4, 2016",$6.99,51% (82%),"345,198 ±19,080",08:56 (04:01),HuniePot,HuniePot,Simulation
1837,Next Car Game: Wreckfest,14/01/14,$39.99,19% (63%),"344,371 ±19,057",07:26 (02:05),Bugbear,THQ Nordic,Simulation
1685,Jet Racing Extreme,14/07/15,$3.99,N/A (N/A),"341,890 ±18,988",05:16 (06:30),Real Dynamics,Real Dynamics,Simulation
476,TIS-100,20/07/15,$6.99,97% (97%),"341,338 ±18,973",09:28 (01:44),Zachtronics,Zachtronics,Simulation
2159,Make it indie!,"Apr 1, 2015",$0.99,8% (49%),"341,338 ±18,973",03:28 (03:30),Sometimes You,Sometimes You,Simulation
99,Rise of Flight United,"Sep 5, 2013",Free,10% (52%/77%),"340,235 ±18,942",06:32 (00:24),777 Studios,1C-777,Simulation
3101,Hacker Evolution: Untold,"Sep 14, 2010",$4.99,14% (58%),"337,478 ±18,865",03:31 (02:48),exosyphen studios,exosyphen studios,Simulation
283,Bus Driver,03/06/14,$7.99,26% (69%/61%),"336,100 ±18,827",01:21 (00:13),SCS Software,SCS Software,Simulation
1105,60 Seconds!,"May 25, 2015",$9.99,40% (77%),"333,894 ±18,765",04:51 (02:33),Robot Gentleman,Robot Gentleman,Simulation
3140,StarForge,"Sep 22, 2014",$9.99,0% (14%),"332,515 ±18,726",04:40 (01:34),Code}{atch,Code}{atch,Simulation
186,Take On Helicopters,"Oct 27, 2011",$3.99,15% (59%/70%),"328,104 ±18,602",03:37 (00:41),Bohemia Interactive,Bohemia Interactive,Simulation
2838,Kingdoms and Castles,20/07/17,$9.99,56% (84%),"322,038 ±18,429",07:25 (04:42),"Lion Shield, LLC","Lion Shield, LLC",Simulation
1606,State of Anarchy,"Apr 27, 2016",$0.99,56% (84%),"315,697 ±18,247",03:30 (03:30),Lapovich,New Reality Games,Simulation
106,Orwell: Keeping an Eye On You,"Oct 27, 2016",$9.99,81% (92%/77%),"313,767 ±18,191",04:07 (03:11),Osmotic Studios,Surprise Attack,Simulation
513,Romance of the Three Kingdoms Maker /,"Dec 9, 2015",$9.99,21% (64%),"312,939 ±18,167",40:08 (00:04),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Simulation
827,Car Mechanic Simulator 2018,28/07/17,$15.99,31% (72%),"312,664 ±18,159",23:09 (10:43),Red Dot Games,PlayWay S.A.,Simulation
837,Medieval Engineers,"Feb 19, 2015",$19.99,29% (71%),"310,458 ±18,095",09:13 (02:37),Keen Software House,Keen Software House,Simulation
2668,Godus,,N/A,1% (28%),"308,252 ±18,030",21:28 (06:58),22cans,22cans Ltd.,Simulation
3151,Godus Wars,"Feb 3, 2016",$14.99,0% (18%),"308,252 ±18,030",02:33 (00:53),22cans,22cans,Simulation
2227,Omerta - City of Gangsters,31/01/13,$14.99,18% (62%),"307,977 ±18,022",16:46 (04:57),Haemimont Games,Kalypso Media Digital,Simulation
2219,Surgeon Simulator VR: Meet The Medic,"Apr 5, 2016",Free,38% (76%),"306,598 ±17,982",00:22 (00:02),Bossa Studios,Bossa Studios,Simulation
184,Planetbase,"Oct 15, 2015",$19.99,42% (78%/70%),"305,495 ±17,950",25:53 (13:19),Madruga Works,Madruga Works,Simulation
295,Orbital Gear,"Aug 7, 2014",$9.99,56% (84%/59%),"303,841 ±17,901",02:19 (01:24),Night Node,Night Node,Simulation
1296,Depression Quest,"Aug 11, 2014",Free,13% (56%),"303,014 ±17,877",02:47 (00:15),"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy,Simulation
2745,Planet Explorers,08/11/16,$14.99,26% (69%),"302,462 ±17,860",15:46 (04:06),Pathea Games,Pathea Games,Simulation
526,Tabletopia,30/11/16,Free,11% (54%),"300,808 ±17,811",02:16 (00:16),Tabletopia Inc.,Tabletopia Inc.,Simulation
559,State of Decay: YOSE,"Apr 27, 2015",$29.99,34% (74%),"299,429 ±17,771",20:25 (07:03),Undead Labs,Microsoft Studios,Simulation
15,F1 2016,"Aug 18, 2016",$59.99,51% (82%/86%),"298,878 ±17,754",39:52 (13:23),"Codemasters, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",Simulation
1404,Invasion: Brain Craving,22/06/16,$0.99,4% (40%),"297,775 ±17,721",03:53 (03:31),New Reality Games,New Reality Games,Simulation
1642,Trucks & Trailers,04/06/14,$4.99,15% (59%),"295,294 ±17,648",00:46 (00:12),SCS Software,SCS Software,Simulation
27,Ultimate General: Gettysburg,"Oct 16, 2014",$14.99,58% (85%/84%),"295,018 ±17,639",13:59 (02:27),Game-Labs,Game-Labs,Simulation
1581,Shoppe Keep,"May 20, 2016",$9.99,34% (74%),"294,191 ±17,615",08:13 (03:54),Strange Fire,Excalibur Games,Simulation
3187,Elite Dangerous: Arena,"Feb 16, 2016",$7.49,5% (42%),"294,191 ±17,615",02:57 (00:28),Frontier Developments,Frontier Developments,Simulation
1444,SEGA Bass Fishing,04/03/11,$7.99,46% (80%),"293,363 ±17,590",01:37 (00:15),SEGA,SEGA,Simulation
3069,MachineCraft,25/03/16,Free,36% (75%),"293,363 ±17,590",08:21 (00:11),G2CREW,G2CREW,Simulation
2862,STAR WARS X-Wing vs TIE Fighter - Balance of Power Campaigns,"Apr 28, 2015",$9.99,34% (74%),"291,158 ±17,524",01:50 (00:07),Totally Games,"LucasArts, Lucasfilm, Disney Interactive",Simulation
3014,My Summer Car,"Oct 24, 2016",$14.99,74% (90%),"290,055 ±17,490",24:36 (09:35),Amistech Games,Amistech Games,Simulation
145,Project Highrise,"Sep 8, 2016",$19.99,51% (82%/73%),"289,779 ±17,482",09:31 (04:41),SomaSim,Kasedo Games,Simulation
209,Hatoful Boyfriend,"Sep 4, 2014",$9.99,89% (94%/68%),"288,676 ±17,449",04:47 (01:49),"Mediatonic, Hato Moa, The Irregular Corporation",Devolver Digital,Simulation
1492,Golf It!,"Feb 17, 2017",$8.99,48% (81%),"286,746 ±17,390",06:38 (03:39),Perfuse Entertainment,Perfuse Entertainment,Simulation
1257,Uncharted Waters Online: Age of Revolution,"Oct 3, 2014",N/A,24% (67%),"286,195 ±17,374",37:54 (00:33),"KOEI TECMO GAMES CO., LTD.",OGPlanet,Simulation
1591,Galaxy on Fire 2 Full HD,"Aug 21, 2012",$7.99,29% (71%),"283,713 ±17,298",06:55 (01:33),Fishlabs Entertainment GmbH,bitComposer Games,Simulation
133,The Escapists 2,"Aug 21, 2017",$19.99,42% (78%/74%),"282,886 ±17,273",11:42 (06:08),"Team17 Digital Ltd, Mouldy Toof Studios",Team17 Digital Ltd,Simulation
2498,Hyper color ball,"Sep 2, 2016",$0.99,4% (38%),"282,335 ±17,256",04:40 (03:30),Czester16,Back To Basics Gaming,Simulation
680,Drive Megapolis,"Aug 24, 2016",$4.99,2% (29%),"276,545 ±17,078",03:29 (03:31),npp_trainer,Back To Basics Gaming,Simulation
1767,Sparkle 2 Evo,"Oct 24, 2013",$4.99,31% (72%),"275,993 ±17,061",02:20 (01:43),,Forever Entertainment S. A.,Simulation
701,Pixel Puzzles: UndeadZ,06/06/14,$6.99,36% (75%),"273,788 ±16,993",04:36 (04:40),DL Softworks,KISS ltd,Simulation
108,F1 2013,"Oct 3, 2013",$24.99,58% (85%/77%),"272,960 ±16,967",38:37 (09:37),"Codemasters Birmingham, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",Simulation
268,Jagged Alliance - Back in Action,"Feb 8, 2012",$19.99,24% (67%/62%),"272,133 ±16,942",45:10 (05:46),"Coreplay GmbH, Bigmoon Studios",THQ Nordic,Simulation
3288,Mad Hunter,28/11/16,$3.99,N/A (N/A),"271,030 ±16,907",03:59 (04:01),"Mad Hunter Studio, EHTechnology","Mad Hunter Studio, EHTechnology",Simulation
185,Cities in Motion,"Feb 22, 2011",$19.99,40% (77%/70%),"270,755 ±16,899",25:08 (04:00),Colossal Order Ltd.,Paradox Interactive,Simulation
2253,Magazime Editor,"Feb 24, 2017",$0.99,N/A (N/A),"269,376 ±16,856",03:12 (03:30),,,Simulation
656,Gnomoria,"Feb 23, 2016",$14.99,44% (79%),"268,549 ±16,830",29:14 (02:52),Robotronic Games,Robotronic Games,Simulation
1776,Contraption Maker,07/07/14,$3.99,85% (93%),"268,273 ±16,821",03:28 (01:16),Game Dev Castle,Top Meadow,Simulation
1030,Ultimate Epic Battle Simulator,01/06/17,$15.99,31% (72%),"266,895 ±16,778",05:30 (02:16),Brilliant Game Studios,Brilliant Game Studios,Simulation
1171,Tropico Reloaded,26/07/09,$6.99,74% (90%),"265,792 ±16,743",05:47 (00:58),"PopTop Software, BreakAway Games, Frog City Software",Kalypso Media Digital,Simulation
2241,Marble Mayhem: Fragile Ball,07/07/15,$0.49,22% (65%),"265,792 ±16,743",03:26 (03:10),"Bimboosoft Co.,Ltd.",Epic Quest Games,Simulation
610,Premium Pool,14/03/16,N/A,N/A (N/A),"265,516 ±16,735",01:59 (00:19),Iceflake Studios,Iceflake Studios,Simulation
2236,Bridge Constructor,"Oct 16, 2013",$9.99,44% (79%),"261,656 ±16,613",04:00 (01:44),ClockStone,Headup Games,Simulation
2815,HIS (Heroes In the Sky),03/03/15,Free,4% (39%),"260,829 ±16,586",03:24 (00:13),GameUS Inc.,GameUS Inc.,Simulation
1932,KORABLIK,"Feb 14, 2017",$0.99,N/A (N/A),"260,002 ±16,560",03:40 (03:30),Nuked Games,Wuofast Company,Simulation
2890,Trophy Fishing 2,13/07/17,Free,21% (64%),"257,796 ±16,490",02:22 (00:19),Overgroup,Overgroup,Simulation
2496,Seduce Me the Otome,04/06/15,Free,61% (86%),"257,520 ±16,481",04:25 (01:27),Michaela Laws,Michaela Laws,Simulation
110,Xenonauts,16/06/14,$24.99,70% (89%/77%),"256,142 ±16,437",31:08 (11:46),Goldhawk Interactive,Goldhawk Interactive,Simulation
3221,StarMade,"Dec 4, 2014",$14.99,31% (72%),"255,866 ±16,428",17:12 (02:13),"Schine, GmbH","Schine, GmbH",Simulation
2386,Interstellar Marines,02/07/13,$9.99,21% (64%),"255,590 ±16,419",04:04 (00:52),Zero Point Software,Zero Point Software,Simulation
163,Dream Daddy: A Dad Dating Simulator,20/07/17,$14.99,70% (89%/72%),"255,314 ±16,410",09:29 (06:34),Game Grumps,Game Grumps,Simulation
2953,Breach & Clear,21/03/14,$14.99,56% (84%),"255,314 ±16,410",04:28 (01:53),"Mighty Rabbit Studios, Gun.","Good Shepherd Entertainment, Devolver Digital",Simulation
759,hack_me,05/01/17,$3.99,26% (69%),"253,660 ±16,357",03:19 (04:00),"Egor Magurin, Eugene Radaev",Indovers Studio,Simulation
69,Motorsport Manager,09/11/16,$34.99,74% (90%/81%),"252,006 ±16,303",64:23 (22:52),Playsport Games,SEGA,Simulation
2329,Monster Loves You!,18/03/13,$9.99,36% (75%),"249,800 ±16,232",02:39 (01:30),"Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp,Simulation
1041,The Lost Valley,"Apr 20, 2015",$2.49,4% (40%),"248,973 ±16,205",03:28 (03:30),"AndrewDrumov, Sanke Berdochan",AndrewDrumov,Simulation
696,Pixel Puzzles 2: Anime,27/03/15,$1.49,56% (84%),"247,594 ±16,160",05:17 (03:47),DL Softworks,KISS ltd,Simulation
1714,Shake Your Money Simulator 2016,28/03/16,$0.99,19% (63%),"244,561 ±16,061",03:32 (03:30),CharlieH,"CharlieH, Atriagames",Simulation
1794,World of Fishing,"Sep 6, 2016",N/A,N/A (N/A),"244,561 ±16,061",02:51 (00:21),"Masangsoft, Inc.",InselGames,Simulation
336,Takedown: Red Sabre,"Feb 10, 2014",$4.99,3% (37%/34%),"243,183 ±16,016",02:33 (01:02),Serellan LLC,505 Games,Simulation
173,Toy Soldiers,"Apr 27, 2012",$9.99,74% (90%/71%),"242,631 ±15,998",05:08 (02:22),Signal Studios,Microsoft Studios,Simulation
1137,Waltz of the Wizard,"May 31, 2016",Free,99% (98%),"242,631 ±15,998",01:34 (00:35),Aldin Dynamics,Aldin Dynamics,Simulation
228,X: Beyond the Frontier,"Oct 8, 2010",$4.99,46% (80%/67%),"242,356 ±15,988",07:14 (00:31),Egosoft,Egosoft,Simulation
943,Infinifactory,30/06/15,$24.99,89% (94%),"240,977 ±15,943",11:27 (03:51),Zachtronics,Zachtronics,Simulation
1001,X: Tension,"Oct 8, 2010",$2.49,N/A (N/A),"240,426 ±15,925",01:08 (00:09),Egosoft,Egosoft,Simulation
2487,Pool Nation,"Oct 18, 2013",$9.99,74% (90%),"240,150 ±15,916",06:48 (03:44),Cherry Pop Games,Cherry Pop Games,Simulation
1205,Moon Colonization Project,09/07/16,$1.99,N/A (N/A),"239,874 ±15,906",04:16 (04:31),Belarus Games,BadDoge,Simulation
1872,Bigscreen Beta,"Apr 28, 2016",Free,85% (93%),"239,874 ±15,906",03:52 (00:30),"Bigscreen, Inc.","Bigscreen, Inc.",Simulation
1900,Grand Pigeon's Duty,"Aug 5, 2016",$0.99,46% (80%),"238,771 ±15,870",04:39 (04:31),WolfgangIs,WolfgangIs,Simulation
176,Transport Fever,08/11/16,$34.99,38% (76%/71%),"236,566 ±15,796",78:01 (27:20),Urban Games,Good Shepherd Entertainment,Simulation
338,X Rebirth,15/11/13,$29.99,4% (38%/33%),"235,463 ±15,760",38:22 (05:59),Egosoft,Egosoft,Simulation
155,Big Pharma,"Aug 27, 2015",$24.99,36% (75%/72%),"234,911 ±15,741",10:38 (04:21),Twice Circled,Positech Games,Simulation
577,Ampu-Tea,"May 30, 2014",$4.99,25% (68%),"232,981 ±15,676",03:10 (03:06),ProjectorGames,KISS ltd,Simulation
2654,From the Depths,"Aug 7, 2014",$19.99,70% (89%),"232,706 ±15,667",63:20 (08:11),Brilliant Skies Ltd.,Brilliant Skies Ltd.,Simulation
3203,Stonehearth,03/06/15,$24.99,56% (84%),"231,603 ±15,630",27:11 (13:19),Radiant Entertainment,(none),Simulation
12,NBA 2K18,"Sep 14, 2017",$59.99,1% (28%/87%),"231,051 ±15,611",87:43 (60:07),Visual Concepts,2K,Simulation
2404,ROMANCE OF THE THREE KINGDOMS XIII / 13,27/01/16,$59.99,8% (48%),"229,948 ±15,574",132:07 (51:53),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Simulation
1713,Professional Farmer 2014,27/11/13,$14.99,6% (44%),"228,846 ±15,537",09:04 (02:14),PlayWay S.A.,United Independent Entertainment GmbH,Simulation
2260,Port Royale 3,"May 4, 2012",$14.99,23% (66%),"228,570 ±15,527",15:26 (04:08),Gaming Minds,Kalypso Media Digital,Simulation
78,Lovers in a Dangerous Spacetime,"Sep 9, 2015",$14.99,89% (94%/80%),"227,743 ±15,499",04:31 (02:08),Asteroid Base,Asteroid Base,Simulation
290,IL-2 Sturmovik: Cliffs of Dover,19/07/11,$9.99,22% (65%/60%),"227,191 ±15,480",23:22 (02:34),1C: Maddox Games,1C Company,Simulation
156,Grand Ages: Rome,20/03/09,$9.99,36% (75%/72%),"226,088 ±15,443",08:36 (02:23),Haemimont Games,Kalypso Media Digital,Simulation
2058,Data Hacker: Initiation,21/07/14,$2.99,29% (71%),"226,088 ±15,443",04:39 (05:06),New Reality Games,New Reality Games,Simulation
2061,Depth Hunter 2: Deep Dive,"Aug 20, 2014",$14.99,40% (77%),"224,710 ±15,396",03:37 (02:33),Biart Company LLC,Biart Company LLC,Simulation
55,Order of Battle: World War II,"Apr 30, 2015",Free,25% (68%/81%),"221,125 ±15,272",32:21 (00:58),The Artistocrats,Slitherine Ltd.,Simulation
252,Oh...Sir!! The Insult Simulator,"Oct 25, 2016",$1.99,81% (92%/64%),"220,298 ±15,244",02:47 (01:47),Vile Monarch,Good Shepherd Entertainment,Simulation
2987,Sakura Beach,"Aug 14, 2015",$9.99,40% (77%),"220,298 ±15,244",03:24 (02:55),Winged Cloud,Winged Cloud,Simulation
3023,Blockland,"Dec 16, 2013",$9.99,25% (68%),"217,541 ±15,148",17:02 (02:11),"Eric Hartman, Ben Garney, Anthony Rotondo",Blockland LLC,Simulation
1388,Trick and Treat - Visual Novel,"Dec 30, 2016",Free,70% (89%),"216,163 ±15,100",01:08 (00:14),Eternal Night Studios,"Alberto Herrera, Ziel Graywords, Stw projects",Simulation
2612,16bit Trader,04/06/15,$2.99,3% (35%),"216,163 ±15,100",05:06 (04:30),Forever Entertainment S. A.,Forever Entertainment S. A.,Simulation
3035,Fall of Civilization,"Sep 19, 2016",$6.99,N/A (N/A),"216,163 ±15,100",03:47 (03:35),Luke Dodds,New Reality Games,Simulation
94,Rocksmith,"Oct 16, 2012",$29.99,74% (90%/78%),"215,335 ±15,071",26:33 (07:40),Ubisoft - San Francisco,Ubisoft,Simulation
1964,Ragnarok Clicker,"Aug 3, 2016",Free,28% (70%),"214,508 ±15,042",46:35 (01:45),Playsaurus,Gravity Interactive,Simulation
105,VA-11 Hall-A: Cyberpunk Bartender Action,21/06/16,$14.99,97% (97%/77%),"214,233 ±15,033",09:49 (04:56),Sukeban Games,"Ysbryd Games, AGM PLAYISM",Simulation
846,Radiator 2: Anniversary Edition,16/06/16,Free,58% (85%),"213,130 ±14,994",00:22 (00:12),Robert Yang,N/A,Simulation
347,Desolate Wastes: Vendor Chronicles,21/07/17,$1.99,N/A (N/A),"212,303 ±14,965",03:37 (03:31),Rotatipyra,New Reality Games,Simulation
1319,Data Hacker: Corruption,"Oct 22, 2014",$2.99,N/A (N/A),"212,027 ±14,955",04:50 (05:17),New Reality Games,New Reality Games,Simulation
3025,Bloop,16/01/15,$4.99,N/A (N/A),"211,751 ±14,945",00:26 (00:08),2SD,KISS ltd,Simulation
2605,Find Out,"Feb 16, 2016",$0.66,N/A (N/A),"210,097 ±14,887",03:41 (03:31),Vorobiov Vadym,Vorobiov Vadym,Simulation
2571,Home Behind,02/06/16,$5.99,67% (88%),"209,821 ±14,877",14:34 (08:53),TPP Studio,Coconut Island Games,Simulation
