#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),Genre
75,FINAL FANTASY XIV Online,"Feb 18, 2014",$19.99,48% (81%/83%),"750,503 ±28,121",252:09 (38:21),Square Enix,Square Enix,RPG
539,Deadbreed,"Apr 14, 2016",Free,17% (61%),"745,816 ±28,034",03:24 (02:29),Deadbreed AB,Deadbreed AB,RPG
623,Villagers and Heroes,"Apr 17, 2014",Free,13% (56%),"738,923 ±27,904",07:19 (00:31),Mad Otter Games,Mad Otter Games,RPG
2042,Dragon Nest,"Dec 18, 2012",Free,42% (78%),"733,133 ±27,795",34:28 (02:48),Eyedentity Games Inc.,Eyedentity Games Inc.,RPG
470,Nether: Resurrected,05/06/14,$4.99,5% (43%/57%),"727,343 ±27,685",12:12 (03:23),Phosphor Games Studio,"Nether Productions, LLC",RPG
1720,Town of Salem,"Dec 15, 2014",$4.99,70% (89%),"726,791 ±27,674",28:25 (09:32),BlankMediaGames,BlankMediaGames,RPG
80,Fable - The Lost Chapters,"Dec 19, 2011",$9.99,81% (92%/83%),"718,796 ±27,522",11:58 (03:19),Lionhead Studios,Microsoft Studios,RPG
2328,FINAL FANTASY XIII,"Oct 9, 2014",$15.99,31% (72%),"718,244 ±27,511",24:18 (09:07),Square Enix,Square Enix,RPG
2332,FINAL FANTASY VIII,"Dec 5, 2013",$11.99,70% (89%),"710,524 ±27,363",31:21 (07:01),Square Enix,Square Enix,RPG
171,Hand of Fate,"Feb 17, 2015",$19.99,77% (91%/78%),"710,248 ±27,358",06:24 (03:30),Defiant Development,Defiant Development,RPG
1874,HuniePop,19/01/15,$9.99,95% (96%),"709,421 ±27,342",16:23 (11:02),HuniePot,HuniePot,RPG
1583,Pixel Piracy,31/07/14,$9.99,24% (67%),"689,570 ±26,957",07:30 (03:04),Vitali Kirpu,Re-Logic,RPG
257,Space Pirates and Zombies,"Aug 15, 2011",$9.99,89% (94%/74%),"680,747 ±26,785",17:48 (03:03),MinMax Games Ltd.,MinMax Games Ltd.,RPG
2514,Continent of the Ninth Seal,"Sep 13, 2012",Free,34% (74%),"680,747 ±26,785",08:35 (00:11),Cloud 9 Studio,Webzen,RPG
1072,Wasteland 1 - The Original Classic,13/11/13,$5.99,53% (83%),"679,919 ±26,768",00:56 (00:05),inXile Entertainment,inXile Entertainment,RPG
70,EverQuest II Free-To-Play. Your Way.,"Dec 7, 2011",Free,34% (74%/83%),"676,887 ±26,709",26:14 (02:27),Daybreak Game Company,Daybreak Game Company,RPG
197,Might & Magic: Heroes VI,"Oct 13, 2011",$19.99,7% (47%/77%),"674,129 ±26,654",52:11 (15:31),Blackhole,Ubisoft,RPG
1139,Middle-earth: Shadow of War,"Oct 9, 2017",$59.99,40% (77%),"670,545 ±26,583",35:08 (28:54),Monolith Productions,WB Games,RPG
58,Fallout: New Vegas,"Oct 19, 2010",$9.99,92% (95%/84%),"669,994 ±26,572",55:32 (22:02),Obsidian Entertainment,Bethesda Softworks,RPG
701,Velvet Sundown,22/07/14,Free,16% (60%),"668,615 ±26,545",01:01 (00:16),Tribe Studios,Tribe Studios,RPG
1295,Mortal Online,"Aug 31, 2015",Free,9% (50%),"668,064 ±26,534",12:03 (00:35),Star Vault AB,Star Vault AB,RPG
173,Cthulhu Saves the World,13/07/11,$2.99,85% (93%/78%),"667,788 ±26,529",03:36 (01:41),Zeboyd Games,Zeboyd Games,RPG
180,Baldur's Gate: Enhanced Edition,16/01/13,$19.99,58% (85%/78%),"661,446 ±26,403",29:34 (05:19),Beamdog,Beamdog,RPG
2715,E.Y.E: Divine Cybermancy,29/07/11,$9.99,51% (82%),"655,932 ±26,292",07:28 (03:03),Streum On Studio,Streum On Studio,RPG
999,Mabinogi,"Dec 6, 2012",Free,34% (74%),"654,829 ±26,270",72:10 (00:45),NEXON Korea Corp.,Nexon America Inc.,RPG
66,NieR:Automata,17/03/17,$59.99,48% (81%/84%),"654,002 ±26,254",27:15 (17:24),Square Enix,Square Enix,RPG
124,Age of Wonders III,31/03/14,$29.99,46% (80%/80%),"649,591 ±26,165",45:59 (10:53),Triumph Studios,Paradox Interactive,RPG
1423,Conan Exiles,30/01/17,$29.99,18% (62%),"646,833 ±26,110",45:17 (13:43),Funcom,Funcom,RPG
306,Portal Knights,"May 18, 2017",$19.99,53% (83%/72%),"643,800 ±26,049",18:24 (08:43),Keen Games,505 Games,RPG
114,Lone Survivor: The Director's Cut,"Apr 23, 2012",$14.99,70% (89%/81%),"630,290 ±25,774",01:02 (00:20),Jasper Byrne,Superflat Games,RPG
406,Heroes of Might & Magic III - HD Edition,28/01/15,$14.99,24% (67%/65%),"626,706 ±25,701",31:19 (08:18),DotEmu,Ubisoft Entertainment,RPG
2105,Amazing World,"Aug 7, 2014",Free,40% (77%),"623,673 ±25,639",02:09 (00:25),Ganz,Ganz,RPG
401,Prime World,31/03/14,Free,16% (60%/65%),"622,846 ±25,622",42:59 (01:14),Nival,Nival,RPG
2953,Breath of Death VII,13/07/11,$2.99,56% (84%),"621,743 ±25,599",01:51 (00:30),Zeboyd Games,Zeboyd Games,RPG
2096,Eternal Senia,18/06/15,Free,97% (97%),"620,916 ±25,582",03:04 (00:35),Holy Priest,Holy Priest,RPG
1893,Ascend: Hand of Kul,"May 20, 2014",N/A,N/A (N/A),"616,229 ±25,485",04:43 (01:04),Signal Studios,Signal Studios,RPG
350,How to Survive 2,"Sep 8, 2016",$14.99,29% (71%/69%),"611,266 ±25,383",10:26 (04:10),Eko Software,505 Games,RPG
226,Victor Vran ARPG,24/07/15,$19.99,70% (89%/75%),"609,887 ±25,354",09:28 (04:17),Haemimont Games,EuroVideo Medien,RPG
2966,Gorky 17,"Sep 27, 2013",$4.99,48% (81%),"609,060 ±25,337",02:00 (00:18),,Topware Interactive ACE,RPG
627,Dungeon Fighter Online,"Aug 9, 2016",Free,42% (78%),"602,994 ±25,211",20:44 (01:51),Neople,Neople,RPG
2891,Navy Field 2 : Conqueror of the Ocean,05/03/15,Free,6% (45%),"602,443 ±25,199",04:14 (00:20),SDEnterNet,SDEnterNet,RPG
486,X-Blades,"Apr 30, 2009",$1.99,14% (58%/54%),"598,583 ±25,118",04:00 (03:10),Gaijin Entertainment,Topware Interactive,RPG
2211,Grand Chase,"17 Jul, 2014",N/A,N/A (N/A),"597,204 ±25,089",06:12 (00:19),KOG,KOG Games,RPG
111,Divine Divinity,05/07/12,$5.99,67% (88%/81%),"596,377 ±25,072",08:54 (00:36),Larian Studios,Larian Studios,RPG
1456,Terra Incognita ~ Chapter One: The Descendant,"Feb 3, 2015",$0.99,33% (73%),"591,138 ±24,962",03:26 (03:30),Back To Basics Gaming,Back To Basics Gaming,RPG
279,Punch Club,08/01/16,$9.99,46% (80%/73%),"590,036 ±24,938",07:34 (05:00),Lazy Bear Games,tinyBuild,RPG
1239,Flesh Eaters,"May 3, 2016",$1.99,36% (75%),"589,208 ±24,921",03:12 (03:30),S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,RPG
508,Deus Ex: The Fall,17/03/14,$9.99,2% (31%/45%),"587,830 ±24,892",03:41 (01:35),Square Enix,Square Enix,RPG
423,Space Hack,"Aug 5, 2014",$4.99,9% (50%/63%),"587,278 ±24,880",03:42 (00:05),,Meridian4,RPG
929,Kingdom Wars,"Apr 1, 2013",Free,24% (67%),"585,073 ±24,833",09:14 (00:59),Reverie World Studios,,RPG
1658,FORCED: Slightly Better Edition,"Oct 24, 2013",$14.99,38% (76%),"583,694 ±24,804",04:01 (02:10),BetaDwarf,BetaDwarf,RPG
162,Dungeons of Dredmor,13/07/11,$4.99,92% (95%/79%),"582,867 ±24,787",17:47 (03:35),"Gaslamp Games, Inc.","Gaslamp Games, Inc.",RPG
2575,Endless Sky,"Oct 30, 2015",Free,70% (89%),"578,731 ±24,699",10:12 (00:20),Michael Zahniser,Michael Zahniser,RPG
930,Fable Anniversary,"Sep 12, 2014",$34.99,38% (76%),"578,180 ±24,687",10:50 (04:28),Lionhead Studios,Microsoft,RPG
62,Hyper Light Drifter,31/03/16,$19.99,89% (94%/84%),"571,287 ±24,540",06:58 (03:13),Heart Machine,Heart Machine,RPG
921,Sunrider: Mask of Arcadius,09/07/14,Free,85% (93%),"570,184 ±24,516",05:17 (01:34),Love in Space,Sekai Project,RPG
106,Shadowrun: Hong Kong - Extended Edition,"Aug 20, 2015",$19.99,56% (84%/81%),"568,254 ±24,474",23:40 (12:13),Harebrained Schemes,Harebrained Holdings,RPG
427,Gothic 3,"Dec 2, 2009",$9.99,46% (80%/63%),"565,772 ±24,421",17:58 (01:47),Piranha Bytes,THQ Nordic,RPG
2509,Echo of Soul,22/06/15,Free,16% (60%),"561,085 ±24,320",13:10 (01:29),Mr. Blue,Aeria Games,RPG
416,Serious Sam: The Random Encounter,"Oct 24, 2011",$4.99,12% (55%/64%),"559,982 ±24,296",00:45 (00:13),"Vlambeer, Croteam",Devolver Digital,RPG
1382,Age of Conan: Unchained,"Feb 22, 2013",Free,28% (70%),"559,982 ±24,296",14:17 (02:05),Funcom,Funcom,RPG
2938,AdventureQuest 3D,"Oct 19, 2016",Free,25% (68%),"559,155 ±24,278",07:36 (00:30),"Artix Entertainment, LLC","Artix Entertainment, LLC",RPG
363,Blackguards,22/01/14,$19.99,19% (63%/68%),"552,538 ±24,134",14:01 (03:13),Daedalic Entertainment,Daedalic Entertainment,RPG
159,Ragnarok Online,"Oct 31, 2013",Free,42% (78%/79%),"552,262 ±24,128",17:18 (00:18),Gravity Interactive,Gravity Interactive,RPG
2612,Divine Souls F2P MMO,"Aug 15, 2014",Free,8% (49%),"550,332 ±24,086",00:51 (00:11),GamePrix,Suba Games,RPG
839,Costume Quest,"Oct 14, 2011",$9.99,92% (95%),"548,127 ±24,037",06:18 (02:32),Double Fine Productions,Double Fine Productions,RPG
682,Reign Of Kings,"Dec 15, 2015",$1.99,15% (59%),"547,024 ±24,013",39:17 (12:27),Code}{atch,Code}{atch,RPG
2498,Soda Dungeon,"Feb 6, 2017",Free,85% (93%),"544,818 ±23,965",27:11 (03:14),"AN Productions, Poxpower",Armor Games Studios,RPG
609,Lost Castle,"Aug 31, 2016",$9.99,77% (91%),"538,476 ±23,825",20:07 (11:30),Hunter Studio,"Another Indie, X.D. Network Inc.",RPG
27,Nuclear Throne,"Dec 5, 2015",$11.99,97% (97%/88%),"538,201 ±23,819",22:18 (04:54),Vlambeer,Vlambeer,RPG
2589,Skyforge,"Apr 13, 2017",Free,18% (62%),"531,859 ±23,678",08:32 (01:42),Allods Team,My.com,RPG
617,FINAL FANTASY X/X-2 HD Remaster,"May 12, 2016",$29.99,77% (91%),"525,518 ±23,537",31:17 (12:41),Square Enix,Square Enix,RPG
463,Game of Thrones,07/06/12,$14.99,31% (72%/58%),"521,106 ±23,438",06:51 (01:05),Cyanide Studios,Focus Home Interactive,RPG
2978,Everquest,"Dec 13, 2012",Free,31% (72%),"518,900 ±23,389",70:11 (01:17),Daybreak Game Company,Daybreak Game Company,RPG
96,Recettear: An Item Shop's Tale,"Sep 10, 2010",$19.99,95% (96%/82%),"511,180 ±23,214",14:02 (06:23),EasyGameStation,Carpe Fulgur LLC,RPG
2583,Unforgiving Trials: The Darkest Crusade,15/06/16,$0.99,N/A (N/A),"510,905 ±23,208",04:19 (04:31),Amaterasu Software,Amaterasu Software,RPG
1636,ROSE Online,"Oct 23, 2012",Free,26% (69%),"497,394 ±22,899",12:38 (00:33),Gravity Interactive,Gravity Interactive,RPG
409,Risen 3 - Titan Lords,"Aug 12, 2014",$14.99,24% (67%/65%),"495,464 ±22,855",24:16 (05:38),Piranha Bytes,Deep Silver,RPG
281,Beyond Divinity,"Oct 29, 2012",$5.99,13% (56%/73%),"493,810 ±22,817",03:05 (00:09),Larian Studios,Larian Studios,RPG
163,Gothic II: Gold Edition,,$9.99,64% (87%/79%),"487,469 ±22,670",11:51 (00:27),Piranha Bytes,THQ Nordic,RPG
671,Face of Mankind,17/07/14,N/A,N/A (N/A),"486,641 ±22,651",02:41 (00:28),Duplex Systems,Nexeon Technologies,RPG
2883,Heroine's Quest: The Herald of Ragnarok,20/03/14,Free,67% (88%),"485,814 ±22,631",07:32 (00:18),Crystal Shard,Crystal Shard,RPG
107,SUNLESS SEA,"Feb 6, 2015",$18.99,56% (84%/81%),"484,987 ±22,612",14:56 (03:35),Failbetter Games,Failbetter Games,RPG
575,Dragomon Hunter,"Dec 2, 2015",Free,13% (56%),"484,436 ±22,599",05:11 (00:44),X-Legend,Aeria Games,RPG
2570,GRAV,08/01/15,$19.99,22% (65%),"483,333 ±22,574",09:33 (02:21),"BitMonster, Inc.","BitMonster, Inc.",RPG
357,UnEpic,25/07/14,$12.99,85% (93%/68%),"480,851 ±22,516",14:41 (04:37),@unepic_fran,@unepic_fran,RPG
375,The Banner Saga: Factions,"Feb 25, 2013",Free,36% (75%/67%),"478,921 ±22,470",05:12 (00:29),Stoic,Versus Evil,RPG
240,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"Sep 27, 2012",$9.99,74% (90%/75%),"476,716 ±22,419",02:32 (00:52),Opus,Marvelous,RPG
183,Baldur's Gate II: Enhanced Edition,15/11/13,$19.99,53% (83%/78%),"475,613 ±22,393",38:16 (04:53),Beamdog,Beamdog,RPG
779,Skyborn,"Feb 21, 2014",$14.99,74% (90%),"467,617 ±22,204",03:46 (03:34),Dancing Dragon Games,Degica,RPG
450,Evoland,"Apr 4, 2013",$9.99,56% (84%/61%),"463,757 ±22,112",03:20 (02:31),Shiro Games,Shiro Games,RPG
1860,Pox Nora,"Oct 15, 2014",Free,31% (72%),"461,000 ±22,046",06:21 (00:15),Desert Owl Games LLC,Desert Owl Games LLC,RPG
2935,Magicite,09/06/14,$9.99,61% (86%),"461,000 ±22,046",13:00 (06:43),SmashGames,SmashGames,RPG
433,Life is Feudal: Your Own,17/11/15,$39.99,22% (65%/63%),"460,173 ±22,027",86:19 (11:19),Bitbox Ltd.,Bitbox Ltd.,RPG
68,ICEY,17/11/16,$10.99,81% (92%/84%),"459,345 ±22,007",03:48 (02:27),FantaBlade Network,X.D. Network Inc.,RPG
201,Tales of Zestiria,"Oct 19, 2015",$49.99,61% (86%/77%),"458,518 ±21,987",23:55 (08:59),BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,RPG
149,King's Bounty: The Legend,"May 1, 2009",$6.99,81% (92%/79%),"457,967 ±21,974",23:52 (04:53),1C Company,1C Company,RPG
2169,Assassin's Creed Origins,"Oct 26, 2017",$59.99,61% (86%),"453,831 ±21,874",34:52 (26:34),Ubisoft Montreal,Ubisoft,RPG
1727,Knights of Pen and Paper +1 Edition,18/06/13,$9.99,58% (85%),"453,004 ±21,854",06:35 (02:58),Behold Studios,Paradox Interactive,RPG
2259,War of the Immortals,"Aug 30, 2012",Free,24% (67%),"449,695 ±21,775",24:57 (01:34),Perfect World Shanghai,Perfect World Entertainment,RPG
132,Dungeon Siege II,"Aug 16, 2005",$6.99,40% (77%/80%),"448,041 ±21,735",13:27 (00:44),Gas Powered Games,Square Enix,RPG
1468,Champions of Regnum,"Feb 27, 2013",Free,17% (61%),"448,041 ±21,735",06:24 (00:35),NGD Studios,NGD Studios,RPG
498,Talisman: Digital Edition,"Feb 25, 2014",$7.99,46% (80%/51%),"445,835 ±21,681",19:55 (04:26),Nomad Games,Asmodee Digital,RPG
1963,RPG MO,"Aug 18, 2015",Free,44% (79%),"444,732 ±21,654",11:01 (00:14),Marxnet,Marxnet,RPG
326,The Bard's Tale,"Dec 11, 2009",$9.99,48% (81%/70%),"443,354 ±21,621",04:23 (01:04),inXile Entertainment,inXile Entertainment,RPG
2736,Princess.Loot.Pixel.Again,"Apr 15, 2016",$4.99,38% (76%),"438,391 ±21,499",05:41 (06:31),IndieMax,IndieMax,RPG
45,Dungeon Siege,"Apr 5, 2011",$6.99,36% (75%/86%),"432,877 ±21,364",07:42 (00:42),Gas Powered Games,Square Enix,RPG
2604,Running Shadow,"Feb 20, 2015",Free,24% (67%),"432,877 ±21,364",01:29 (00:17),Game Insight,Game Insight,RPG
1161,Destination Sol,"Feb 5, 2015",Free,44% (79%),"432,325 ±21,350",00:53 (00:15),MovingBlocks,MovingBlocks,RPG
428,ArcaniA,"Oct 15, 2010",$19.99,10% (52%/63%),"429,017 ±21,269",08:45 (01:41),Spellbound Studios,THQ Nordic,RPG
429,Devilian,"Dec 10, 2015",Free,15% (59%/63%),"428,741 ±21,262",20:25 (02:58),Bluehole Ginno Games,Trion Worlds,RPG
766,Craft The World,24/11/14,$18.99,67% (88%),"426,811 ±21,214",38:37 (14:29),Dekovir Entertainment,Black Maple Games,RPG
2719,FINAL FANTASY XIII-2,"Dec 11, 2014",$19.99,19% (63%),"425,708 ±21,186",18:30 (04:40),Square Enix,Square Enix,RPG
205,The Incredible Adventures of Van Helsing II,13/06/14,$14.99,24% (67%/77%),"425,432 ±21,180",07:51 (02:28),NeocoreGames,NeocoreGames,RPG
853,Realm Grinder,15/06/17,Free,53% (83%),"425,156 ±21,173",44:58 (01:05),Divine Games,Kongregate,RPG
89,King's Bounty: Armored Princess,19/11/09,$9.99,74% (90%/82%),"417,161 ±20,973",18:46 (02:22),Katauri Interactive,1C Company,RPG
341,Forsaken World,14/06/11,Free,28% (70%/69%),"417,161 ±20,973",28:42 (01:17),Perfect World Entertainment,Perfect World Entertainment,RPG
233,Armello,"Sep 1, 2015",$19.99,56% (84%/75%),"416,885 ±20,966",16:49 (06:02),League of Geeks,League of Geeks,RPG
118,Gothic 1,15/03/01,$19.99,58% (85%/81%),"415,506 ±20,931",06:03 (00:22),Piranha Bytes,THQ Nordic,RPG
1651,Evoland 2,"Aug 25, 2015",$19.99,74% (90%),"413,576 ±20,883",08:37 (02:44),Shiro Games,Shiro Games,RPG
1358,Rebel Galaxy,"Oct 20, 2015",$19.99,61% (86%),"409,992 ±20,792",14:20 (04:35),Double Damage Games,Double Damage Games,RPG
272,Always Sometimes Monsters,"May 21, 2014",$9.99,48% (81%/73%),"403,375 ±20,624",04:19 (02:12),Vagabond Dog,Devolver Digital,RPG
151,The Incredible Adventures of Van Helsing: Final Cut,06/11/15,$44.99,24% (67%/79%),"401,996 ±20,588",12:55 (03:08),NeocoreGames,NeocoreGames,RPG
115,SteamWorld Heist,07/06/16,$14.99,97% (97%/81%),"401,169 ±20,567",07:02 (03:23),Image & Form,Image & Form,RPG
332,Global Agenda,14/06/11,Free,N/A (N/A/70%),"400,893 ±20,560",63:12 (12:02),Hi-Rez Studios,Hi-Rez Studios,RPG
2711,Marvel Puzzle Quest,"Dec 5, 2013",Free,26% (69%),"400,342 ±20,546",100:22 (02:03),Demiurge Studios,D3 Go!,RPG
834,Mountain,"Aug 18, 2014",$0.99,67% (88%),"400,066 ±20,539",11:26 (01:17),David OReilly,"Double Fine Presents, David OReilly",RPG
1735,One Way Heroics,"Feb 28, 2014",$3.49,89% (94%),"400,066 ±20,539",06:44 (01:35),Smoking WOLF,AGM PLAYISM,RPG
1510,Legend of Grimrock 2,"Oct 15, 2014",$23.99,77% (91%),"396,758 ±20,454",17:44 (04:34),Almost Human Games,Almost Human Games,RPG
1992,New kind of adventure,04/06/15,$0.99,5% (41%),"396,206 ±20,440",04:22 (03:30),Mint Age Studios,Back To Basics Gaming,RPG
2418,Insanity Clicker,07/06/16,Free,24% (67%),"395,655 ±20,425",34:11 (01:47),PlayFlock,PlayFlock,RPG
967,Legend of Mysteria RPG,"Oct 9, 2015",$1.99,25% (68%),"395,103 ±20,411",03:42 (03:28),Labyrinthine,EQ Games,RPG
765,Gems of War - Puzzle RPG,20/11/14,Free,34% (74%),"392,622 ±20,347",97:52 (04:25),Infinity Plus 2,505 Games,RPG
836,Fiesta Online NA,"May 20, 2014",Free,12% (55%),"392,346 ±20,340",25:50 (00:42),Onson Soft,gamigo AG,RPG
2922,R.A.W. Realms of Ancient War,"Oct 11, 2012",$14.99,9% (50%),"392,346 ±20,340",03:05 (00:39),Wizarbox,Focus Home Interactive,RPG
1302,CONSORTIUM,08/01/14,$9.99,40% (77%),"391,795 ±20,326",03:16 (03:07),Interdimensional Games Inc,Interdimensional Games Inc,RPG
461,Rise of the Argonauts,07/01/09,$9.99,38% (76%/59%),"390,692 ±20,297",03:06 (00:35),Liquid Entertainment,Codemasters,RPG
1151,Shop Heroes,"Aug 15, 2016",Free,28% (70%),"389,589 ±20,268",38:52 (01:16),"Cloudcade, Inc.","Cloudcade, Inc.",RPG
454,Windward,"May 12, 2015",$9.99,46% (80%/61%),"389,313 ±20,261",09:56 (03:06),Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,RPG
1812,Caster,19/03/09,$1.99,44% (79%),"389,037 ±20,254",02:12 (01:23),Elecorn,Elecorn,RPG
1449,Memories of a Vagabond,07/07/14,$4.99,N/A (N/A),"387,935 ±20,225",03:14 (03:10),DarkElite,DarkElite,RPG
302,Hyperdimension Neptunia Re;Birth1 / Re;Birth1,29/01/15,$29.99,92% (95%/72%),"386,556 ±20,189",19:10 (06:33),"IDEA FACTORY Co., Ltd., COMPILE HEART Co., Ltd., FELISTELLA Co., Ltd.","Idea Factory International, Inc., IDEA FACTORY Co., Ltd.",RPG
296,Septerra Core,"Sep 27, 2013",$4.99,36% (75%/72%),"386,005 ±20,175",03:47 (03:44),,Topware Interactive,RPG
128,Fallen Enchantress: Legendary Heroes,"May 22, 2013",$24.99,44% (79%/80%),"381,593 ±20,060",38:50 (06:09),Stardock Entertainment,Stardock Entertainment,RPG
199,Reigns,"Aug 11, 2016",$2.99,74% (90%/77%),"381,042 ±20,045",03:50 (02:10),Nerial,Devolver Digital,RPG
157,Sang-Froid - Tales of Werewolves,"Apr 5, 2013",Free,64% (87%/79%),"379,663 ±20,009",02:30 (01:05),Artifice Studio,Artifice Studio,RPG
1754,ASTA Online,"Apr 26, 2017",N/A,23% (66%),"379,387 ±20,002",08:33 (00:22),POLYGON GAMES,MOVE ON USA Co.,RPG
1527,Guild Quest,26/01/17,Free,34% (74%),"374,700 ±19,878",12:32 (00:28),Hyper Hippo Games,Hyper Hippo Games,RPG
2426,Eldevin,05/11/14,Free,42% (78%),"373,322 ±19,841",07:32 (00:28),Hunted Cow Studios,Hunted Cow Studios,RPG
703,Karos,"Dec 24, 2014",Free,11% (53%),"369,462 ±19,738",05:24 (00:01),Galaxy Gate,NIKITA ONLINE,RPG
317,Bionic Dues,"Oct 8, 2013",$9.99,61% (86%/71%),"365,050 ±19,620",04:00 (03:07),"Arcen Games, LLC","Arcen Games, LLC",RPG
213,Mercenary Kings,25/03/14,$19.99,36% (75%/76%),"364,223 ±19,598",06:26 (02:35),Tribute Games Inc.,Tribute Games Inc.,RPG
2670,Labyronia RPG,"Aug 14, 2015",$1.99,29% (71%),"363,947 ±19,591",03:32 (03:15),Labyrinthine,Epic Quest Games,RPG
714,Sins of a Dark Age,"May 8, 2015",Free,N/A (N/A),"363,396 ±19,576",04:03 (00:47),Ironclad Games,Ironclad Games,RPG
374,Long Live The Queen,08/11/13,$9.99,92% (95%/67%),"356,227 ±19,382",05:53 (03:17),Hanako Games,Hanako Games,RPG
60,FINAL FANTASY IX,"Apr 14, 2016",$20.99,81% (92%/84%),"352,367 ±19,277",24:56 (10:14),Square Enix,Square Enix,RPG
1971,Greyfox RPG,"Feb 23, 2015",$1.99,34% (74%),"352,367 ±19,277",03:17 (03:18),Lesley Dodd,EQ Games,RPG
499,Confrontation,"Apr 4, 2012",$9.99,3% (35%/51%),"351,816 ±19,262",01:28 (00:17),Cyanide,Focus Home Interactive,RPG
155,Else Heart.Break(),"Sep 24, 2015",$24.99,56% (84%/79%),"350,988 ±19,239",02:42 (00:41),"Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar ""Ratvader"" Rydelius, Johannes Gotlén",Erik Svedäng AB,RPG
2511,Calcu-Late,18/03/16,$0.99,9% (50%),"348,783 ±19,178",03:29 (03:31),Blazing Fanfish,Back To Basics Gaming,RPG
2554,Swordsman,28/01/16,Free,9% (51%),"347,956 ±19,156",05:09 (00:28),Perfect World Entertainment,Perfect World Entertainment,RPG
2476,Escape Machines,"Apr 14, 2015",$0.99,5% (43%),"347,404 ±19,140",03:21 (03:30),Mint Age Studios,Back To Basics Gaming,RPG
1219,Forge of Gods (RPG),"May 6, 2016",Free,44% (79%),"346,577 ±19,118",27:08 (00:50),Panoramik Inc,Panoramik Inc,RPG
170,King's Bounty: Crossworlds,"Sep 17, 2010",$14.99,81% (92%/78%),"343,544 ±19,034",23:58 (03:32),Katauri Interactive,1C Company,RPG
1889,the static speaks my name,"Aug 10, 2015",Free,48% (81%),"342,165 ±18,996",00:40 (00:14),the whale husband,the whale husband,RPG
818,Unforgiving Trials: The Space Crusade,"Oct 7, 2016",$0.99,N/A (N/A),"341,338 ±18,973",03:50 (04:00),Amaterasu Software,Amaterasu Software,RPG
480,SpellForce 2: Faith in Destiny,19/06/12,$14.99,15% (59%/55%),"339,960 ±18,934",11:24 (01:54),Mind Over Matter Studios,THQ Nordic,RPG
2279,City of Steam: Arkadia,06/03/14,Free,16% (60%),"339,408 ±18,919",07:18 (00:37),Mechanist Games,Mechanist Games,RPG
2000,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,25/06/12,$4.99,67% (88%),"338,581 ±18,896",04:38 (01:36),Zeboyd Games,"Penny Arcade, Inc.",RPG
2185,LIGHTNING RETURNS: FINAL FANTASY XIII,"Dec 10, 2015",$19.99,46% (80%),"338,305 ±18,888",14:54 (03:13),Square Enix,Square Enix,RPG
237,Chroma Squad,"Apr 30, 2015",$14.99,92% (95%/75%),"335,824 ±18,819",06:05 (03:12),Behold Studios,Behold Studios,RPG
1739,StarForge,"Sep 22, 2014",$9.99,0% (14%),"332,515 ±18,726",04:40 (01:34),Code}{atch,Code}{atch,RPG
239,Ziggurat,"Oct 23, 2014",$9.74,70% (89%/75%),"331,964 ±18,711",06:07 (02:53),Milkstone Studios,Milkstone Studios,RPG
1085,Divinity: Dragon Commander,"Aug 6, 2013",$39.99,36% (75%),"329,758 ±18,648",07:27 (03:43),Larian Studios,Larian Studios,RPG
1265,Labyronia RPG 2,"Aug 28, 2015",$1.99,34% (74%),"329,207 ±18,633",03:50 (03:30),Labyrinthine,Epic Quest Games,RPG
1919,Grind Zones,19/07/16,$0.49,7% (47%),"325,071 ±18,515",03:51 (04:00),Odnako Games,KishMish Games,RPG
473,Sacred 3,"Aug 5, 2014",$14.99,1% (21%/57%),"321,762 ±18,421",05:08 (02:32),Keen Games,Deep Silver,RPG
1035,Atlantica,29/06/12,Free,33% (73%),"321,211 ±18,405",56:38 (03:08),NDoors,Nexon America Inc.,RPG
2414,Crawl,"Apr 11, 2017",$14.99,95% (96%),"316,524 ±18,271",05:44 (01:59),Powerhoof,Powerhoof,RPG
1856,Skara - The Blade Remains,"Oct 27, 2014",Free,17% (61%),"313,491 ±18,183",01:53 (00:18),8-Bit Studio,8-Bit Studio,RPG
1130,Elements: Soul of Fire,12/01/15,$7.99,9% (50%),"313,215 ±18,175",04:04 (04:01),Soul Catapult,New Reality Games,RPG
2002,Drayt Empire,16/07/16,$0.99,9% (50%),"310,182 ±18,087",03:29 (03:30),RPG Video,Back To Basics Gaming,RPG
48,The Legend of Heroes: Trails in the Sky,29/07/14,$19.99,77% (91%/85%),"309,631 ±18,071",19:03 (05:25),Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",RPG
